goods_code,frequency,code_length
239756997,1,9
240626633,1,9
238427747,1,9
239948702,1,9
236856348,1,9
238153262,1,9
233004772,1,9
238464166,1,9
237138486,1,9
238054340,1,9
236796387,1,9
239046822,1,9
240040464,1,9
238288665,1,9
239482906,1,9
236266324,1,9
237992597,1,9
234028216,1,9
231857482,1,9
238292368,1,9
239947273,1,9
238370385,1,9
238086447,1,9
238741738,1,9
239999520,1,9
240007872,1,9
234492777,1,9
239831701,1,9
240361563,1,9
237374164,1,9
238204248,1,9
238261724,1,9
239466665,1,9
238931690,1,9
237231281,1,9
238960437,1,9
236716113,1,9
240040972,1,9
237731997,1,9
239954951,1,9
238563706,1,9
236936644,1,9
233065469,1,9
237948410,1,9
238905582,1,9
238360808,1,9
230232592,1,9
240190446,1,9
236917881,1,9
233568734,1,9
236976225,1,9
238935208,1,9
234863572,1,9
238973691,1,9
237948442,1,9
238614646,1,9
239981086,1,9
240154798,1,9
238533890,1,9
238162060,1,9
237752035,1,9
238592778,1,9
239546661,1,9
238481011,1,9
237493812,1,9
239058752,1,9
241054497,1,9
238192793,1,9
237655901,1,9
237816567,1,9
233864275,1,9
234045126,1,9
237426495,1,9
238298337,1,9
238253806,1,9
240045646,1,9
238652914,1,9
237901533,1,9
233677120,1,9
238079669,1,9
238813445,1,9
237887361,1,9
238933264,1,9
240361555,1,9
237085155,1,9
238440205,1,9
237992576,1,9
235222538,1,9
237996957,1,9
236805788,1,9
238906466,1,9
238825453,1,9
237509944,1,9
238863603,1,9
238088728,1,9
237557939,1,9
237426451,1,9
238381056,1,9
239894288,1,9
238737819,1,9
239854899,1,9
239122972,1,9
240164790,1,9
237779484,1,9
239115630,1,9
238311458,1,9
238140704,1,9
238521751,1,9
238439679,1,9
238953951,1,9
239960185,1,9
238910399,1,9
240265317,1,9
240343473,1,9
231607595,1,9
239081816,1,9
237775776,1,9
240644979,1,9
230970009,1,9
240119828,1,9
238403201,1,9
231539723,1,9
237761152,1,9
236917972,1,9
239994645,1,9
238351823,1,9
241040345,1,9
240271330,1,9
230468246,1,9
234251111,1,9
230559970,1,9
238033554,1,9
237736316,1,9
237816566,1,9
237035318,1,9
237230005,1,9
238723783,1,9
239384674,1,9
239742814,1,9
240019353,1,9
237458003,1,9
238384366,1,9
240381132,1,9
238348943,1,9
236690931,1,9
240300600,1,9
231958593,1,9
238597205,1,9
237699519,1,9
237231289,1,9
240108859,1,9
238910067,1,9
238907745,1,9
238401931,1,9
237824451,1,9
237458078,1,9
240214141,1,9
239142917,1,9
233050364,1,9
238039850,1,9
238960384,1,9
237761655,1,9
237196791,1,9
235973904,1,9
239122912,1,9
238928450,1,9
240158216,1,9
238589647,1,9
240106750,1,9
238897462,1,9
238464177,1,9
237311763,1,9
239092006,1,9
238418348,1,9
239492743,1,9
240293161,1,9
238482052,1,9
237999843,1,9
240170401,1,9
240357574,1,9
239759408,1,9
237901059,1,9
237992574,1,9
238404077,1,9
240300589,1,9
238750874,1,9
239873335,1,9
238865453,1,9
240293175,1,9
238611856,1,9
238298434,1,9
237874620,1,9
238534017,1,9
240271288,1,9
237230185,1,9
238932557,1,9
238302361,1,9
230728108,1,9
237752570,1,9
240342814,1,9
238627756,1,9
236025117,1,9
233568676,1,9
237458182,1,9
238414466,1,9
238913003,1,9
239117594,1,9
237688996,1,9
238219162,1,9
237230013,1,9
237010279,1,9
238588613,1,9
240171356,1,9
238482066,1,9
238815524,1,9
240277284,1,9
240045620,1,9
240343090,1,9
238088277,1,9
240062123,1,9
237231365,1,9
235622318,1,9
238825449,1,9
238401919,1,9
238910092,1,9
238254605,1,9
233312453,1,9
237764562,1,9
238731504,1,9
239482887,1,9
238197210,1,9
238756762,1,9
236706309,1,9
239004042,1,9
240039435,1,9
239831141,1,9
237375209,1,9
238282706,1,9
234900321,1,9
238513356,1,9
238474732,1,9
238209968,1,9
240172863,1,9
240019646,1,9
238564051,1,9
237835363,1,9
238741980,1,9
239122986,1,9
235876604,1,9
240094664,1,9
239122965,1,9
238262055,1,9
238298269,1,9
231907812,1,9
238690276,1,9
240268678,1,9
239123009,1,9
238512334,1,9
237796242,1,9
238016057,1,9
238107573,1,9
237996307,1,9
237751996,1,9
233054874,1,9
237231291,1,9
235870753,1,9
238919951,1,9
235222551,1,9
238400462,1,9
239982043,1,9
237891549,1,9
236686945,1,9
236978227,1,9
240083045,1,9
238741990,1,9
238481123,1,9
238753161,1,9
236441850,1,9
240344119,1,9
237197741,1,9
238419101,1,9
238663440,1,9
240214689,1,9
238439688,1,9
239331044,1,9
237754728,1,9
238742033,1,9
239929546,1,9
236917908,1,9
236834117,1,9
235850103,1,9
240221227,1,9
237948434,1,9
239883270,1,9
237900589,1,9
236823307,1,9
240040993,1,9
237008187,1,9
239877267,1,9
238159030,1,9
234036681,1,9
238970345,1,9
238888331,1,9
237067860,1,9
238471515,1,9
238043585,1,9
238440244,1,9
237701695,1,9
234964334,1,9
234800443,1,9
240232057,1,9
238403516,1,9
233098367,1,9
237331629,1,9
238937609,1,9
237816564,1,9
238631015,1,9
237752058,1,9
240170518,1,9
236691514,1,9
239873552,1,9
237887393,1,9
236047144,1,9
238553126,1,9
236917900,1,9
239894492,1,9
240138606,1,9
238074942,1,9
233071762,1,9
238413090,1,9
238904432,1,9
237770188,1,9
237228965,1,9
238033326,1,9
239116125,1,9
237458068,1,9
236410754,1,9
240008156,1,9
237189914,1,9
238931693,1,9
234299342,1,9
238357659,1,9
237920976,1,9
236856256,1,9
239761838,1,9
236686949,1,9
239046807,1,9
240049324,1,9
236690962,1,9
234720309,1,9
235804305,1,9
239020195,1,9
237426420,1,9
239947271,1,9
238381209,1,9
236030606,1,9
232503903,1,9
238455757,1,9
240000491,1,9
239944851,1,9
240045640,1,9
237458062,1,9
239762020,1,9
237080839,1,9
236646864,1,9
237893048,1,9
236666953,1,9
234447895,1,9
238269808,1,9
238587190,1,9
239786675,1,9
240007946,1,9
238610146,1,9
238467929,1,9
240108900,1,9
237720535,1,9
240075490,1,9
238399668,1,9
237752041,1,9
237243956,1,9
238485721,1,9
237231298,1,9
238913003,1,9
237534344,1,9
238054137,1,9
240220997,1,9
236057039,1,9
236594918,1,9
231027209,1,9
238868119,1,9
236644578,1,9
239968556,1,9
238910846,1,9
239981075,1,9
238741739,1,9
239889462,1,9
238990364,1,9
236917929,1,9
238470362,1,9
239930446,1,9
233704812,1,9
237520108,1,9
231648865,1,9
238906442,1,9
237013378,1,9
240253622,1,9
238107641,1,9
238587084,1,9
240108491,1,9
237311716,1,9
238629686,1,9
238088741,1,9
238959785,1,9
238646573,1,9
240854763,1,9
240320862,1,9
238761227,1,9
230865607,1,9
237230094,1,9
239177039,1,9
239832213,1,9
233988351,1,9
239978500,1,9
232538315,1,9
237901038,1,9
238580204,1,9
235394330,1,9
240212170,1,9
239835932,1,9
238521738,1,9
236691475,1,9
237246546,1,9
236378500,1,9
238019507,1,9
232766844,1,9
238443016,1,9
232160391,1,9
232474651,1,9
238467883,1,9
238886517,1,9
237758882,1,9
240083993,1,9
238703099,1,9
238605708,1,9
238943263,1,9
239270661,1,9
237094441,1,9
240293125,1,9
240347569,1,9
238245614,1,9
238753162,1,9
240361562,1,9
238149790,1,9
238271129,1,9
238046673,1,9
238909873,1,9
237470290,1,9
238980671,1,9
237426372,1,9
237229984,1,9
238521754,1,9
238281011,1,9
238883497,1,9
240021492,1,9
238919946,1,9
237269683,1,9
238318763,1,9
239081725,1,9
234648527,1,9
238386299,1,9
238703861,1,9
240305870,1,9
238955214,1,9
238298343,1,9
238381208,1,9
240860436,1,9
238524438,1,9
238652144,1,9
239760188,1,9
237238848,1,9
239835954,1,9
231482384,1,9
240271203,1,9
240087870,1,9
237754909,1,9
234044824,1,9
238349992,1,9
237196954,1,9
236877204,1,9
236918109,1,9
234220473,1,9
239096605,1,9
240186267,1,9
236594943,1,9
238269817,1,9
239742797,1,9
238464277,1,9
234587585,1,9
237070896,1,9
237962987,1,9
237418029,1,9
231898343,1,9
238668311,1,9
237288148,1,9
238668035,1,9
238393580,1,9
237230947,1,9
237091048,1,9
240300597,1,9
238629663,1,9
240309970,1,9
239831702,1,9
238587102,1,9
240242858,1,9
236693698,1,9
239303047,1,9
237757045,1,9
239854784,1,9
237369715,1,9
238399620,1,9
233704920,1,9
240217109,1,9
237447285,1,9
238605727,1,9
237637407,1,9
237022047,1,9
236666316,1,9
240334420,1,9
238381198,1,9
238422353,1,9
238865449,1,9
236679146,1,9
240116836,1,9
240103071,1,9
238107623,1,9
239741074,1,9
234760344,1,9
237049650,1,9
237961172,1,9
237235569,1,9
239142920,1,9
237805728,1,9
238511766,1,9
237189719,1,9
240300538,1,9
236088620,1,9
238440247,1,9
232484461,1,9
238318764,1,9
239019584,1,9
238212008,1,9
238075244,1,9
238427831,1,9
238498053,1,9
239991585,1,9
237845521,1,9
234220462,1,9
237901067,1,9
240255535,1,9
237919970,1,9
238809577,1,9
240105403,1,9
238302366,1,9
240309971,1,9
238311526,1,9
238067225,1,9
239807731,1,9
235238311,1,9
238556681,1,9
239929218,1,9
238200419,1,9
239122904,1,9
241018038,1,9
231124973,1,9
239760187,1,9
238668170,1,9
237257170,1,9
238960266,1,9
240201763,1,9
238935221,1,9
238204382,1,9
237013424,1,9
239081725,1,9
237080983,1,9
238629824,1,9
238125068,1,9
238013489,1,9
235384308,1,9
237458131,1,9
237202366,1,9
238694042,1,9
239086468,1,9
238225988,1,9
238582864,1,9
239981054,1,9
238311453,1,9
237313625,1,9
237598475,1,9
238603806,1,9
238930196,1,9
238631843,1,9
237013346,1,9
230956195,1,9
239878388,1,9
238641706,1,9
236989258,1,9
238905645,1,9
238258076,1,9
239123385,1,9
237701655,1,9
235356772,1,9
238286406,1,9
238931429,1,9
237192576,1,9
239742830,1,9
240256602,1,9
238929515,1,9
238905788,1,9
239765193,1,9
240907442,1,9
232536672,1,9
238229675,1,9
238971553,1,9
237893068,1,9
240075489,1,9
239774045,1,9
238491451,1,9
238999058,1,9
239891829,1,9
238486521,1,9
239831702,1,9
238079603,1,9
238479703,1,9
230557279,1,9
239864786,1,9
234141183,1,9
238047764,1,9
238954054,1,9
238480172,1,9
232538352,1,9
239817765,1,9
238903447,1,9
231337417,1,9
237453087,1,9
239081795,1,9
239737496,1,9
240587287,1,9
237754472,1,9
237166919,1,9
238719873,1,9
238258075,1,9
239882934,1,9
239796992,1,9
239797896,1,9
237458369,1,9
238204219,1,9
238107573,1,9
240070784,1,9
239466664,1,9
239083068,1,9
237013424,1,9
238521675,1,9
238629738,1,9
236604777,1,9
237628088,1,9
238680515,1,9
232186306,1,9
240030893,1,9
240017146,1,9
239873739,1,9
240075471,1,9
238287797,1,9
240889157,1,9
240021353,1,9
241140464,1,9
240227306,1,9
237772092,1,9
240019610,1,9
237901062,1,9
239975325,1,9
237230102,1,9
240572744,1,9
238070648,1,9
239984455,1,9
238667180,1,9
238302355,1,9
239753724,1,9
236999130,1,9
230935704,1,9
237992549,1,9
234224812,1,9
239851709,1,9
237903066,1,9
240259862,1,9
238049672,1,9
236999162,1,9
238404308,1,9
240361419,1,9
237230923,1,9
238455766,1,9
237899913,1,9
240928598,1,9
238349182,1,9
238262458,1,9
238851459,1,9
238311557,1,9
237140430,1,9
238086434,1,9
238261713,1,9
237796245,1,9
239993157,1,9
237757103,1,9
233016784,1,9
238548318,1,9
233054892,1,9
238911179,1,9
239932701,1,9
238935224,1,9
239947225,1,9
238000100,1,9
238265667,1,9
233658533,1,9
233410306,1,9
238443136,1,9
238524156,1,9
238464150,1,9
237887388,1,9
238905807,1,9
237458398,1,9
236288312,1,9
238521665,1,9
238974338,1,9
237699523,1,9
237458408,1,9
238381217,1,9
239955015,1,9
236627750,1,9
237230095,1,9
240071154,1,9
240972556,1,9
236963843,1,9
238750684,1,9
240161521,1,9
238868437,1,9
230432000,1,9
240013419,1,9
231520688,1,9
238427743,1,9
237331638,1,9
240241797,1,9
240804450,1,9
238155618,1,9
238479727,1,9
238233792,1,9
238774074,1,9
236691492,1,9
238905644,1,9
240406666,1,9
232309854,1,9
236834381,1,9
237189846,1,9
240854709,1,9
240105490,1,9
237311758,1,9
236553393,1,9
238704341,1,9
237902452,1,9
238893419,1,9
240010404,1,9
240108604,1,9
237279126,1,9
237948439,1,9
236686901,1,9
238420601,1,9
231834372,1,9
238990366,1,9
237872955,1,9
237761160,1,9
238521623,1,9
238033552,1,9
238954109,1,9
238066423,1,9
236836659,1,9
237458393,1,9
237173629,1,9
231616972,1,9
239750220,1,9
238054113,1,9
238488313,1,9
241018019,1,9
237458064,1,9
238652912,1,9
238455761,1,9
239502821,1,9
239142992,1,9
238479769,1,9
237054937,1,9
238750095,1,9
232442365,1,9
239394919,1,9
238653084,1,9
237013305,1,9
236708822,1,9
238225670,1,9
240013394,1,9
233977646,1,9
232536619,1,9
236994291,1,9
240302927,1,9
240271306,1,9
240138438,1,9
238086426,1,9
238601546,1,9
236454336,1,9
238924457,1,9
238566480,1,9
237955777,1,9
238930851,1,9
238815717,1,9
239905239,1,9
238759635,1,9
238868374,1,9
238278463,1,9
232851036,1,9
238093262,1,9
238889770,1,9
240176770,1,9
239882078,1,9
239003823,1,9
240161396,1,9
238447947,1,9
238276817,1,9
238750126,1,9
238569701,1,9
239973090,1,9
238275628,1,9
234045079,1,9
238255201,1,9
238935226,1,9
238865521,1,9
232474649,1,9
237279124,1,9
234972761,1,9
237233789,1,9
238197657,1,9
238598099,1,9
237901079,1,9
240034077,1,9
240019401,1,9
238837653,1,9
239994546,1,9
240278718,1,9
238977798,1,9
239981075,1,9
238939117,1,9
239766023,1,9
238479844,1,9
236642049,1,9
234778375,1,9
236999173,1,9
239832764,1,9
231520675,1,9
238292204,1,9
240037311,1,9
239900835,1,9
238032021,1,9
237235507,1,9
240343488,1,9
237510046,1,9
234034573,1,9
238204377,1,9
238298343,1,9
240450791,1,9
239218675,1,9
238326756,1,9
240860352,1,9
238474751,1,9
240383234,1,9
240008612,1,9
230586694,1,9
238267922,1,9
238959073,1,9
232387243,1,9
237775881,1,9
238419404,1,9
236410947,1,9
237872960,1,9
236999159,1,9
238452520,1,9
236999165,1,9
237269808,1,9
240106756,1,9
240277748,1,9
237170599,1,9
238327582,1,9
236138638,1,9
234182477,1,9
238990343,1,9
239480669,1,9
239990668,1,9
238458438,1,9
236053887,1,9
238904451,1,9
239110678,1,9
238906540,1,9
237557931,1,9
237416852,1,9
238935230,1,9
238960469,1,9
239900837,1,9
231607568,1,9
230415612,1,9
239889160,1,9
237251560,1,9
238227496,1,9
237889523,1,9
230211961,1,9
240353544,1,9
237699529,1,9
236396447,1,9
238245630,1,9
238365413,1,9
238114511,1,9
238940154,1,9
238646928,1,9
238587049,1,9
240013386,1,9
236088620,1,9
238389025,1,9
239991584,1,9
238381196,1,9
238055458,1,9
238349306,1,9
239149652,1,9
238815945,1,9
237230015,1,9
240893373,1,9
237590467,1,9
238629735,1,9
238382504,1,9
238091641,1,9
237230181,1,9
236918076,1,9
233098367,1,9
239122906,1,9
240082006,1,9
238398433,1,9
238897446,1,9
237881787,1,9
238909685,1,9
234036319,1,9
238280337,1,9
230949006,1,9
239482924,1,9
236644592,1,9
236479331,1,9
238086450,1,9
239970674,1,9
238480287,1,9
239981027,1,9
238821621,1,9
239975342,1,9
237446155,1,9
238491504,1,9
240316167,1,9
237324164,1,9
238303956,1,9
238942225,1,9
238266584,1,9
240075662,1,9
237166913,1,9
237684420,1,9
240300612,1,9
238689763,1,9
234324306,1,9
238585089,1,9
238054344,1,9
237244159,1,9
238533855,1,9
239874804,1,9
230523608,1,9
239779988,1,9
237893068,1,9
236691430,1,9
232653035,1,9
240029951,1,9
240896840,1,9
239905290,1,9
238107588,1,9
240300632,1,9
238315680,1,9
238280153,1,9
230631075,1,9
238912041,1,9
238200221,1,9
237181462,1,9
232452567,1,9
237628103,1,9
236912406,1,9
238875696,1,9
238085959,1,9
238897452,1,9
237684570,1,9
237331632,1,9
238204218,1,9
240583108,1,9
236686949,1,9
238075462,1,9
236679186,1,9
238750789,1,9
239760172,1,9
237311768,1,9
238888566,1,9
237233805,1,9
230472069,1,9
236702093,1,9
240781772,1,9
238755915,1,9
237845521,1,9
240091764,1,9
240204819,1,9
238278296,1,9
238435353,1,9
230400972,1,9
238280081,1,9
238440817,1,9
238051177,1,9
237166883,1,9
238611485,1,9
238440187,1,9
238367887,1,9
237535558,1,9
238865504,1,9
230983247,1,9
238513719,1,9
233704785,1,9
237244006,1,9
239082698,1,9
237458375,1,9
240075468,1,9
236857467,1,9
240031833,1,9
234269704,1,9
240546788,1,9
238904449,1,9
238521749,1,9
240241804,1,9
240614961,1,9
240299929,1,9
237575443,1,9
239773600,1,9
238665094,1,9
238552380,1,9
231674183,1,9
238054127,1,9
238043201,1,9
239158761,1,9
238440265,1,9
239096600,1,9
239123018,1,9
237013437,1,9
238872007,1,9
240342788,1,9
237620698,1,9
237970400,1,9
237235541,1,9
240221741,1,9
238061002,1,9
237269777,1,9
233119251,1,9
237480052,1,9
240187532,1,9
238282637,1,9
230957282,1,9
238750711,1,9
239037436,1,9
239891645,1,9
238269812,1,9
238234936,1,9
238538786,1,9
239081653,1,9
234562637,1,9
237230009,1,9
230693554,1,9
238015568,1,9
234964339,1,9
238004068,1,9
239993428,1,9
234044840,1,9
240105491,1,9
238521746,1,9
237653419,1,9
239943592,1,9
238080551,1,9
238480275,1,9
238741605,1,9
238977464,1,9
240872661,1,9
239980608,1,9
239776859,1,9
239019583,1,9
238444213,1,9
238897447,1,9
239306748,1,9
237736218,1,9
236691432,1,9
236782448,1,9
239769611,1,9
237449853,1,9
238036468,1,9
239254757,1,9
238785509,1,9
230693554,1,9
238585158,1,9
237757089,1,9
238381215,1,9
233004704,1,9
240075465,1,9
239761460,1,9
237475258,1,9
238418153,1,9
237395251,1,9
237233789,1,9
240029667,1,9
237013380,1,9
237553493,1,9
239786756,1,9
239946632,1,9
237470311,1,9
240828956,1,9
238909940,1,9
239753069,1,9
238665093,1,9
240673649,1,9
233380629,1,9
237699508,1,9
236621057,1,9
240242352,1,9
237765635,1,9
237876949,1,9
231958591,1,9
238863499,1,9
240271351,1,9
238292723,1,9
237457947,1,9
238805544,1,9
237805717,1,9
237781323,1,9
238629978,1,9
238709969,1,9
238138908,1,9
232851040,1,9
238382312,1,9
234715833,1,9
238668161,1,9
238719926,1,9
238601707,1,9
231721233,1,9
239952375,1,9
236594913,1,9
231496057,1,9
239975331,1,9
234045062,1,9
237318855,1,9
235394330,1,9
240286504,1,9
240078442,1,9
238381098,1,9
236410839,1,9
239120575,1,9
240603173,1,9
239074902,1,9
238247345,1,9
239532664,1,9
231304710,1,9
239020646,1,9
237515820,1,9
240688690,1,9
239808325,1,9
234587590,1,9
235924376,1,9
238931436,1,9
239071698,1,9
238438184,1,9
239981119,1,9
239177667,1,9
240045632,1,9
240342826,1,9
236917975,1,9
238668199,1,9
237070893,1,9
238368528,1,9
233916373,1,9
238539621,1,9
239769614,1,9
238942214,1,9
231379740,1,9
240029957,1,9
238019727,1,9
240242345,1,9
239770414,1,9
239894491,1,9
233054890,1,9
233545388,1,9
238481765,1,9
237795309,1,9
238443168,1,9
240171325,1,9
238999525,1,9
238581466,1,9
235942407,1,9
236978174,1,9
239958787,1,9
237822427,1,9
238745535,1,9
239948485,1,9
238088274,1,9
239121817,1,9
238943085,1,9
238891250,1,9
238676163,1,9
238298189,1,9
239774460,1,9
238821597,1,9
238033324,1,9
239900759,1,9
238520836,1,9
237181459,1,9
240078449,1,9
240300606,1,9
238986800,1,9
239003121,1,9
238596438,1,9
234045003,1,9
233940336,1,9
239122988,1,9
238890952,1,9
239004713,1,9
238513727,1,9
238427793,1,9
239780076,1,9
238674725,1,9
236632745,1,9
236782421,1,9
239781251,1,9
238089282,1,9
240906705,1,9
238443163,1,9
239998756,1,9
237371155,1,9
234495942,1,9
237719180,1,9
237458410,1,9
240027620,1,9
237013403,1,9
238328055,1,9
239015281,1,9
240227390,1,9
239013021,1,9
234901614,1,9
237347081,1,9
238419102,1,9
233004718,1,9
238705795,1,9
239502807,1,9
236856255,1,9
239033209,1,9
240034694,1,9
239999526,1,9
238467972,1,9
239981184,1,9
238990363,1,9
230560134,1,9
239176818,1,9
240105394,1,9
234714770,1,9
240361556,1,9
239005094,1,9
240381136,1,9
240118405,1,9
238737918,1,9
238937067,1,9
241054492,1,9
239780073,1,9
233971222,1,9
238233800,1,9
238910073,1,9
240227387,1,9
234436917,1,9
238311548,1,9
237138248,1,9
237903519,1,9
232435392,1,9
238382598,1,9
238912861,1,9
238733792,1,9
238718140,1,9
235622336,1,9
237745857,1,9
239975321,1,9
236594934,1,9
237991509,1,9
239354671,1,9
240844665,1,9
238576575,1,9
238953678,1,9
237752574,1,9
240108865,1,9
237509924,1,9
239123265,1,9
238629671,1,9
238990350,1,9
239981096,1,9
236938437,1,9
237230100,1,9
238162062,1,9
239482907,1,9
237189665,1,9
239037677,1,9
239120015,1,9
238667181,1,9
238868384,1,9
240242335,1,9
238690385,1,9
237735962,1,9
237127752,1,9
239962365,1,9
237534328,1,9
238088751,1,9
239081630,1,9
238005350,1,9
238816110,1,9
238693872,1,9
239981116,1,9
238712124,1,9
237736556,1,9
238945850,1,9
237458399,1,9
238030152,1,9
239874966,1,9
239050698,1,9
239968557,1,9
238953658,1,9
237013311,1,9
238668604,1,9
239716763,1,9
237269535,1,9
238063981,1,9
238704350,1,9
238479792,1,9
237094777,1,9
238521756,1,9
236918080,1,9
238486699,1,9
238895575,1,9
240006687,1,9
237845529,1,9
238280531,1,9
235944309,1,9
232536618,1,9
238422012,1,9
238723482,1,9
238278441,1,9
236578713,1,9
237859191,1,9
237962111,1,9
238876213,1,9
238282622,1,9
237311783,1,9
238447329,1,9
238375528,1,9
238028456,1,9
231616970,1,9
238298432,1,9
239120750,1,9
237189842,1,9
240019262,1,9
240242339,1,9
238693885,1,9
234425399,1,9
239835954,1,9
240355396,1,9
235957159,1,9
240242859,1,9
238548322,1,9
237315611,1,9
237827092,1,9
238349165,1,9
236642056,1,9
238577235,1,9
238493665,1,9
238868058,1,9
239001477,1,9
238079636,1,9
238298178,1,9
237553492,1,9
238479675,1,9
236587009,1,9
239984304,1,9
239937940,1,9
238482076,1,9
239773241,1,9
238868214,1,9
238587944,1,9
236594915,1,9
237013408,1,9
237992569,1,9
236346786,1,9
232538356,1,9
238571425,1,9
DMS5444,1,7
237037763,1,9
237462033,1,9
230560140,1,9
239058753,1,9
237816486,1,9
240091998,1,9
239781246,1,9
239945351,1,9
238075173,1,9
237298130,1,9
238246986,1,9
235802346,1,9
238469704,1,9
238521758,1,9
238274142,1,9
238475680,1,9
238985746,1,9
237986915,1,9
239508667,1,9
237311716,1,9
238521635,1,9
239742793,1,9
239770507,1,9
238316221,1,9
239122944,1,9
240869470,1,9
232540550,1,9
238974368,1,9
241040345,1,9
231616972,1,9
240392812,1,9
238548313,1,9
238569700,1,9
237231279,1,9
238935217,1,9
240334424,1,9
238169907,1,9
238142648,1,9
238427744,1,9
238602675,1,9
239310799,1,9
236088645,1,9
234499447,1,9
236110651,1,9
237870441,1,9
237474189,1,9
239981033,1,9
237189715,1,9
238744194,1,9
237458408,1,9
238103259,1,9
237386263,1,9
238592777,1,9
239810795,1,9
236663889,1,9
234558635,1,9
238641988,1,9
238911768,1,9
239627399,1,9
239951367,1,9
238868446,1,9
238676144,1,9
238960417,1,9
239975332,1,9
238046697,1,9
236604758,1,9
234036327,1,9
238298271,1,9
238440237,1,9
239122952,1,9
238258118,1,9
239975346,1,9
240217301,1,9
231252220,1,9
238723453,1,9
234251123,1,9
238277222,1,9
237246532,1,9
231796410,1,9
238036801,1,9
239147780,1,9
238313671,1,9
240615008,1,9
238455691,1,9
237405626,1,9
238475684,1,9
240885589,1,9
240242850,1,9
238909764,1,9
234082709,1,9
237997154,1,9
231281831,1,9
237599228,1,9
240135089,1,9
238053689,1,9
240654670,1,9
237267181,1,9
240277731,1,9
239950825,1,9
238447583,1,9
238601157,1,9
238750414,1,9
238270999,1,9
240276259,1,9
237230036,1,9
238348952,1,9
237350999,1,9
238187493,1,9
237920749,1,9
238471009,1,9
237515820,1,9
239903448,1,9
237166896,1,9
236346784,1,9
239819684,1,9
238446855,1,9
240344123,1,9
234492775,1,9
233016779,1,9
237714204,1,9
238879335,1,9
238124333,1,9
240135095,1,9
237458380,1,9
238440181,1,9
240108866,1,9
238925664,1,9
239742794,1,9
240039897,1,9
237903045,1,9
241016866,1,9
238479721,1,9
238737654,1,9
238475707,1,9
238668044,1,9
238382367,1,9
238091648,1,9
237405623,1,9
237311722,1,9
238480292,1,9
237823484,1,9
237752576,1,9
238278379,1,9
239760183,1,9
234320434,1,9
238948213,1,9
236881724,1,9
237170597,1,9
239945352,1,9
237209389,1,9
237779482,1,9
239944670,1,9
238585166,1,9
237691092,1,9
236440335,1,9
238651729,1,9
237230157,1,9
240105287,1,9
240029664,1,9
236794544,1,9
233203341,1,9
238204280,1,9
234558675,1,9
236679146,1,9
239878408,1,9
238690386,1,9
237235541,1,9
239877765,1,9
240361487,1,9
240217108,1,9
238548336,1,9
237189970,1,9
237235558,1,9
231607583,1,9
239123266,1,9
238524437,1,9
240795876,1,9
238881686,1,9
237696071,1,9
238455692,1,9
235870845,1,9
236917943,1,9
238251442,1,9
238480258,1,9
238967233,1,9
238452371,1,9
240019404,1,9
239838756,1,9
240185468,1,9
237426445,1,9
238753186,1,9
234241374,1,9
237992608,1,9
240619016,1,9
237515928,1,9
238453150,1,9
237480335,1,9
237986920,1,9
231607568,1,9
238348063,1,9
238223483,1,9
237037781,1,9
237203783,1,9
233016792,1,9
240393819,1,9
237754526,1,9
239173003,1,9
234385293,1,9
238631072,1,9
240080404,1,9
238464157,1,9
237535575,1,9
237999851,1,9
234776611,1,9
238399574,1,9
240831641,1,9
236895531,1,9
231643641,1,9
237996315,1,9
240854705,1,9
234969263,1,9
237736282,1,9
236053875,1,9
237992849,1,9
239128660,1,9
240343478,1,9
237281187,1,9
238278117,1,9
234966521,1,9
238897446,1,9
238990554,1,9
237849926,1,9
236276317,1,9
237893070,1,9
237509433,1,9
240103057,1,9
238298440,1,9
238298281,1,9
238595694,1,9
238741996,1,9
237775244,1,9
239991589,1,9
238497947,1,9
237999849,1,9
236918114,1,9
238344169,1,9
238491476,1,9
233932355,1,9
238070761,1,9
239981116,1,9
239753773,1,9
237170502,1,9
238944836,1,9
240118905,1,9
238946913,1,9
236716355,1,9
240022791,1,9
237752985,1,9
240583087,1,9
234730930,1,9
238446859,1,9
238200770,1,9
236799116,1,9
238904441,1,9
238381169,1,9
237055981,1,9
238204220,1,9
238947322,1,9
240361463,1,9
238548312,1,9
238478728,1,9
238689763,1,9
237901030,1,9
237919782,1,9
240117536,1,9
236546858,1,9
238588077,1,9
234267037,1,9
238869546,1,9
238607229,1,9
237874619,1,9
237246555,1,9
240976034,1,9
238737692,1,9
238524510,1,9
238596551,1,9
236123099,1,9
238278327,1,9
239975341,1,9
239890825,1,9
239742834,1,9
239993101,1,9
238381214,1,9
237299574,1,9
237235391,1,9
239013835,1,9
237170602,1,9
237226853,1,9
237761655,1,9
240044829,1,9
239081626,1,9
238075240,1,9
238197215,1,9
237080804,1,9
232504036,1,9
237791258,1,9
238464265,1,9
238944843,1,9
238477553,1,9
239975310,1,9
237618746,1,9
239903526,1,9
236691513,1,9
239798758,1,9
238868440,1,9
240271306,1,9
237893065,1,9
238521622,1,9
238381218,1,9
239962594,1,9
238584551,1,9
240075829,1,9
237263611,1,9
231962328,1,9
238606311,1,9
237553721,1,9
238904428,1,9
238298297,1,9
240031263,1,9
237626587,1,9
239981131,1,9
238483583,1,9
239904208,1,9
238350008,1,9
233016778,1,9
239785001,1,9
239851667,1,9
