ID,Nb_of_items,TOTAL_BASKET_VALUE,TOTAL_PRODUCTS,outlier_type
41255,1.0,2999.0,1.0,price
31820,1.0,3499.0,1.0,price
57182,2.0,3639.0,2.0,price
82809,1.0,2599.0,1.0,price
66560,2.0,2598.0,2.0,price
74142,1.0,2599.0,1.0,price
71590,1.0,2599.0,1.0,price
47145,3.0,2823.0,3.0,price
107898,2.0,2848.0,2.0,price
83264,2.0,2610.0,2.0,price
268,2.0,4006.0,2.0,price
39216,2.0,4094.0,2.0,price
90699,12.0,7440.0,16.0,price
27124,6.0,2965.0,8.0,price
59904,2.0,3312.0,2.0,price
29033,2.0,2674.0,2.0,price
113705,2.0,3438.0,2.0,price
91114,3.0,4291.0,5.0,price
91088,1.0,2599.0,1.0,price
8837,2.0,3199.0,2.0,price
45382,1.0,3299.0,1.0,price
38425,2.0,2798.0,2.0,price
35532,1.0,2999.0,1.0,price
26919,1.0,4199.0,1.0,price
67869,1.0,2599.0,1.0,price
44890,2.0,3639.0,2.0,price
69522,5.0,2620.0,5.0,price
43949,2.0,3519.0,2.0,price
92871,5.0,8223.0,7.0,price
113080,2.0,2788.0,2.0,price
56827,1.0,2599.0,1.0,price
58157,1.0,2599.0,1.0,price
112016,6.0,2697.0,6.0,price
31576,9.0,7389.0,12.0,price
100466,8.0,2843.0,9.0,price
47676,2.0,3787.0,7.0,price
18736,3.0,3406.0,3.0,price
35753,3.0,2952.0,3.0,price
11345,3.0,2998.0,3.0,price
87745,2.0,2606.0,2.0,price
95495,2.0,2602.0,2.0,price
81673,1.0,2599.0,1.0,price
61298,2.0,2616.0,2.0,price
38449,2.0,3678.0,2.0,price
55873,1.0,3999.0,1.0,price
103924,1.0,2595.0,1.0,price
68059,2.0,5519.0,2.0,price
76070,2.0,2674.0,2.0,price
5833,3.0,2886.0,3.0,price
105911,4.0,6396.0,4.0,price
40257,1.0,4999.0,1.0,price
62234,1.0,4099.0,1.0,price
103000,1.0,2889.0,1.0,price
82889,3.0,2696.0,3.0,price
56034,3.0,3386.0,3.0,price
70349,2.0,3519.0,2.0,price
114051,1.0,2599.0,1.0,price
82011,3.0,2696.0,3.0,price
70090,2.0,2824.0,2.0,price
100451,1.0,4405.0,1.0,price
106285,2.0,3968.0,2.0,price
41676,2.0,7776.0,4.0,price
68488,1.0,3199.0,1.0,price
81245,2.0,2606.0,2.0,price
40986,3.0,3656.0,6.0,price
110579,2.0,2898.0,2.0,price
40756,1.0,3399.0,1.0,price
24394,3.0,2808.0,4.0,price
91596,2.0,3819.0,2.0,price
60000,1.0,2599.0,1.0,price
6035,3.0,2897.0,4.0,price
42408,2.0,4178.0,2.0,price
115485,1.0,3198.0,2.0,price
67748,2.0,3224.0,2.0,price
87270,1.0,2599.0,1.0,price
11165,3.0,2998.0,3.0,price
59918,2.0,2610.0,2.0,price
18471,1.0,3999.0,1.0,price
58044,3.0,3628.0,3.0,price
77326,3.0,2864.0,3.0,price
6610,2.0,2799.0,2.0,price
35208,1.0,3499.0,1.0,price
115071,3.0,3052.0,3.0,price
44368,6.0,3888.0,6.0,price
4855,4.0,3147.0,4.0,price
75588,3.0,2939.0,3.0,price
84400,1.0,4999.0,1.0,price
40110,2.0,3624.0,2.0,price
98136,1.0,4799.0,1.0,price
34852,6.0,3790.0,6.0,price
69132,2.0,3016.0,4.0,price
28442,1.0,3930.0,1.0,price
39997,1.0,2999.0,1.0,price
40755,1.0,3199.0,1.0,price
109996,4.0,4296.0,4.0,price
10188,3.0,2917.0,4.0,price
20440,4.0,3476.0,5.0,price
91619,3.0,2686.0,3.0,price
85451,3.0,3375.0,5.0,price
102048,1.0,2599.0,1.0,price
58650,3.0,2667.0,3.0,price
50960,34.0,7476.0,68.0,price
45424,2.0,3519.0,2.0,price
74020,3.0,2690.0,3.0,price
39758,7.0,3030.0,10.0,price
86428,1.0,2599.0,1.0,price
64444,1.0,3565.0,1.0,price
24991,1.0,10549.0,1.0,price
57752,3.0,3764.0,3.0,price
13246,1.0,3099.0,1.0,price
47106,1.0,3499.0,1.0,price
44765,1.0,3499.0,1.0,price
75836,3.0,4398.0,3.0,price
12924,2.0,2806.0,2.0,price
103122,5.0,3345.0,5.0,price
95355,1.0,2599.0,1.0,price
35729,2.0,3748.0,2.0,price
105768,3.0,2693.0,3.0,price
108647,4.0,2740.0,5.0,price
50099,2.0,3519.0,2.0,price
63386,1.0,3299.0,1.0,price
39609,3.0,2759.0,3.0,price
36572,1.0,4499.0,1.0,price
90098,1.0,2599.0,1.0,price
51262,3.0,3048.0,3.0,price
30308,8.0,3205.0,9.0,price
82383,1.0,3297.0,3.0,price
21380,1.0,2699.0,1.0,price
58330,2.0,2679.0,2.0,price
46527,2.0,3798.0,2.0,price
93819,4.0,2750.0,4.0,price
49271,1.0,6499.0,1.0,price
28337,1.0,2860.0,1.0,price
78598,2.0,5519.0,2.0,price
85988,1.0,3799.0,1.0,price
39975,2.0,4799.0,2.0,price
26383,2.0,4248.0,2.0,price
112321,1.0,2599.0,1.0,price
111767,1.0,2599.0,1.0,price
66518,3.0,4014.0,3.0,price
80226,2.0,2679.0,2.0,price
91618,2.0,2679.0,2.0,price
106986,2.0,3648.0,2.0,price
53148,3.0,3019.0,3.0,price
97907,3.0,2662.0,3.0,price
29900,1.0,5999.0,1.0,price
57491,1.0,3798.0,2.0,price
102188,1.0,2999.0,1.0,price
29803,2.0,2824.0,2.0,price
73855,3.0,2686.0,3.0,price
89905,1.0,2699.0,1.0,price
92482,4.0,3035.0,8.0,price
10906,4.0,2723.0,4.0,price
83182,3.0,4273.0,3.0,price
68668,2.0,2616.0,2.0,price
107833,2.0,5098.0,2.0,price
58212,1.0,2599.0,1.0,price
88739,6.0,2801.0,6.0,price
61655,2.0,3598.0,2.0,price
78943,3.0,2667.0,5.0,price
78494,1.0,2599.0,1.0,price
88613,1.0,2599.0,1.0,price
90155,1.0,2599.0,1.0,price
11593,2.0,2698.0,3.0,price
54606,2.0,2939.0,2.0,price
30587,1.0,4049.0,1.0,price
111298,1.0,2599.0,1.0,price
81207,1.0,2999.0,1.0,price
12853,1.0,4798.0,2.0,price
61231,1.0,2599.0,1.0,price
94885,3.0,2740.0,3.0,price
6655,2.0,3599.0,2.0,price
77411,2.0,2999.0,2.0,price
76,3.0,2998.0,3.0,price
110200,3.0,2604.0,3.0,price
8550,2.0,2797.0,2.0,price
68312,2.0,2606.0,2.0,price
47503,2.0,3997.0,3.0,price
115327,3.0,2587.0,6.0,price
95121,1.0,5699.0,1.0,price
56669,2.0,3639.0,2.0,price
104268,2.0,3798.0,2.0,price
12890,2.0,3198.0,2.0,price
4365,2.0,2699.0,2.0,price
58309,1.0,2599.0,1.0,price
72627,4.0,2996.0,4.0,price
46134,5.0,2866.0,7.0,price
48648,3.0,2864.0,3.0,price
58132,1.0,2599.0,1.0,price
42830,2.0,2744.0,2.0,price
39370,2.0,4019.0,2.0,price
111158,1.0,2599.0,1.0,price
61134,3.0,2690.0,3.0,price
74091,2.0,2610.0,2.0,price
103807,3.0,4169.0,3.0,price
10249,2.0,2799.0,2.0,price
50896,11.0,2901.0,13.0,price
101211,1.0,2860.0,1.0,price
10727,3.0,2848.0,3.0,price
39665,3.0,3435.0,4.0,price
992,2.0,2799.0,2.0,price
115044,4.0,2790.0,4.0,price
82335,5.0,3622.0,5.0,price
40390,1.0,4199.0,1.0,price
45489,10.0,2723.0,13.0,price
62611,1.0,5799.0,1.0,price
47041,2.0,2798.0,2.0,price
18260,2.0,2806.0,2.0,price
12503,6.0,3396.0,7.0,price
114281,1.0,3599.0,1.0,price
39942,2.0,3848.0,2.0,price
97711,1.0,2639.0,1.0,price
60175,1.0,2599.0,1.0,price
44741,1.0,2999.0,1.0,price
1744,4.0,3747.0,4.0,price
88988,4.0,8054.0,7.0,price
83495,2.0,3397.0,3.0,price
113212,8.0,5620.0,8.0,price
36325,2.0,3519.0,2.0,price
46220,2.0,3105.0,3.0,price
23637,2.0,2719.0,2.0,price
5246,2.0,3198.0,3.0,price
88921,6.0,3794.0,8.0,price
38537,18.0,3003.0,23.0,price
48349,1.0,2599.0,1.0,price
65161,2.0,3124.0,2.0,price
8892,9.0,5189.0,9.0,price
113322,6.0,2691.0,6.0,price
81843,2.0,2610.0,2.0,price
77860,1.0,2599.0,1.0,price
103179,1.0,2729.0,1.0,price
72343,9.0,3362.0,16.0,price
95713,1.0,11499.0,1.0,price
91087,1.0,2599.0,1.0,price
48171,1.0,2799.0,1.0,price
40324,2.0,2824.0,2.0,price
66086,1.0,3099.0,1.0,price
27461,4.0,2952.0,4.0,price
85465,1.0,2599.0,1.0,price
92737,2.0,2948.0,2.0,price
51670,1.0,2699.0,1.0,price
57769,2.0,3936.0,2.0,price
79216,1.0,2999.0,1.0,price
50556,2.0,5019.0,2.0,price
68158,5.0,3420.0,14.0,price
84940,1.0,3299.0,1.0,price
64452,1.0,3499.0,1.0,price
112049,2.0,3039.0,2.0,price
61250,1.0,2599.0,1.0,price
93270,1.0,2999.0,1.0,price
112498,2.0,2678.0,2.0,price
37421,1.0,3499.0,1.0,price
8257,2.0,2799.0,2.0,price
104549,8.0,3268.0,8.0,price
108699,1.0,11499.0,1.0,price
113992,1.0,3999.0,1.0,price
58271,2.0,2679.0,2.0,price
31955,2.0,2898.0,2.0,price
30648,1.0,2599.0,1.0,price
66004,3.0,3184.0,3.0,price
80956,1.0,3358.0,2.0,price
23595,2.0,3624.0,2.0,price
13717,1.0,3199.0,1.0,price
43655,2.0,5418.0,3.0,price
102508,3.0,3097.0,3.0,price
58929,2.0,2679.0,2.0,price
97626,3.0,3138.0,3.0,price
111290,1.0,2660.0,1.0,price
88738,1.0,4099.0,1.0,price
101639,2.0,2907.0,2.0,price
101962,2.0,2656.0,2.0,price
44331,2.0,3424.0,2.0,price
68925,2.0,2606.0,2.0,price
84369,1.0,3198.0,2.0,price
1172,5.0,3498.0,5.0,price
56039,2.0,3306.0,2.0,price
9078,2.0,2799.0,2.0,price
102833,1.0,2799.0,1.0,price
21643,2.0,4397.0,3.0,price
61182,1.0,2599.0,1.0,price
83440,1.0,2699.0,1.0,price
66567,1.0,4999.0,1.0,price
81294,2.0,4398.0,2.0,price
7559,3.0,3317.0,4.0,price
23921,2.0,3839.0,2.0,price
51321,19.0,6473.0,28.0,price
4202,6.0,3645.0,6.0,price
71726,2.0,3224.0,2.0,price
21913,2.0,2798.0,2.0,price
17956,2.0,3639.0,2.0,price
90212,2.0,2798.0,2.0,price
23956,2.0,3498.0,2.0,price
23904,1.0,3999.0,1.0,price
93183,2.0,2606.0,2.0,price
94921,4.0,3525.0,6.0,price
102417,1.0,2595.0,1.0,price
54749,1.0,3499.0,1.0,price
2657,4.0,2739.0,9.0,price
67938,2.0,2811.0,3.0,price
66569,2.0,2924.0,2.0,price
81921,2.0,3228.0,2.0,price
111887,1.0,2599.0,1.0,price
58140,1.0,2599.0,1.0,price
113324,4.0,2793.0,4.0,price
89530,1.0,3098.0,1.0,price
44732,1.0,2799.0,1.0,price
85637,1.0,2699.0,1.0,price
85555,1.0,2599.0,1.0,price
113737,3.0,3877.0,3.0,price
108090,5.0,3323.0,5.0,price
31897,7.0,3174.0,8.0,price
3766,2.0,2699.0,2.0,price
18562,2.0,2712.0,2.0,price
66781,1.0,2599.0,1.0,price
73019,1.0,2699.0,1.0,price
53583,2.0,3724.0,2.0,price
112866,1.0,2599.0,1.0,price
104309,1.0,2899.0,1.0,price
63122,3.0,2659.0,3.0,price
101231,1.0,3299.0,1.0,price
5867,2.0,4940.0,3.0,price
62295,2.0,2701.0,2.0,price
38560,2.0,3003.0,2.0,price
39987,1.0,2699.0,1.0,price
37961,2.0,2624.0,2.0,price
112233,1.0,2799.0,1.0,price
63910,2.0,3048.0,2.0,price
31239,2.0,3498.0,2.0,price
26809,3.0,4790.0,3.0,price
107228,2.0,4598.0,2.0,price
65461,3.0,6218.0,3.0,price
79557,2.0,2819.0,2.0,price
74190,3.0,3059.0,3.0,price
17538,2.0,3148.0,2.0,price
108251,2.0,8665.0,2.0,price
33698,1.0,3399.0,1.0,price
78898,2.0,3424.0,2.0,price
107517,1.0,2700.0,1.0,price
36757,1.0,2699.0,1.0,price
107360,2.0,3698.0,2.0,price
113467,2.0,2602.0,2.0,price
91984,2.0,2606.0,2.0,price
38378,2.0,3839.0,2.0,price
7971,2.0,2799.0,2.0,price
92174,2.0,2638.0,2.0,price
58348,1.0,2599.0,1.0,price
39164,1.0,2999.0,1.0,price
10618,9.0,3548.0,16.0,price
79430,6.0,4837.0,6.0,price
91857,1.0,2699.0,1.0,price
87685,2.0,2606.0,2.0,price
43398,2.0,4598.0,2.0,price
63514,2.0,3999.0,2.0,price
1219,2.0,2799.0,2.0,price
62558,4.0,3068.0,11.0,price
28240,1.0,8699.0,1.0,price
45159,4.0,2765.0,4.0,price
84332,1.0,2999.0,1.0,price
85896,3.0,3446.0,4.0,price
102543,2.0,3312.0,2.0,price
8419,2.0,3900.0,2.0,price
59630,1.0,2599.0,1.0,price
79139,1.0,2599.0,1.0,price
6926,2.0,3998.0,3.0,price
111003,8.0,4102.0,9.0,price
80227,1.0,2899.0,1.0,price
110451,1.0,4999.0,1.0,price
63768,3.0,2846.0,4.0,price
95866,1.0,2599.0,1.0,price
91672,3.0,2686.0,3.0,price
44232,2.0,3898.0,2.0,price
40589,1.0,2699.0,1.0,price
89933,8.0,4472.0,10.0,price
82602,1.0,2999.0,1.0,price
83738,1.0,2999.0,1.0,price
84971,7.0,3826.0,14.0,price
77573,1.0,2999.0,1.0,price
103719,1.0,2595.0,1.0,price
111691,2.0,3198.0,2.0,price
5557,2.0,3449.0,2.0,price
36502,1.0,3598.0,2.0,price
80259,3.0,2690.0,3.0,price
83668,1.0,2599.0,1.0,price
154,1.0,2749.0,1.0,price
50665,5.0,2921.0,5.0,price
78309,3.0,2686.0,3.0,price
80001,1.0,3299.0,1.0,price
86879,1.0,2599.0,1.0,price
42438,2.0,2744.0,2.0,price
75668,1.0,2799.0,1.0,price
107824,5.0,3555.0,5.0,price
1273,3.0,2999.0,3.0,price
6400,4.0,2590.0,11.0,price
87253,1.0,3358.0,2.0,price
45487,4.0,2726.0,4.0,price
72617,1.0,2599.0,1.0,price
78979,1.0,2598.0,2.0,price
13952,2.0,3029.0,2.0,price
49270,2.0,7097.0,2.0,price
22943,1.0,3449.0,1.0,price
60877,2.0,4699.0,2.0,price
104111,4.0,2927.0,5.0,price
59535,2.0,2606.0,2.0,price
32192,8.0,3084.0,8.0,price
18216,2.0,3197.0,3.0,price
27703,4.0,4714.0,8.0,price
44308,1.0,3999.0,1.0,price
89029,1.0,2999.0,1.0,price
73995,2.0,3003.0,3.0,price
701,4.0,2896.0,4.0,price
109664,2.0,3648.0,2.0,price
33079,12.0,4189.0,22.0,price
96521,1.0,4799.0,1.0,price
82870,1.0,2798.0,1.0,price
110749,1.0,2889.0,1.0,price
113921,7.0,3626.0,8.0,price
97978,2.0,2599.0,2.0,price
7605,3.0,3798.0,3.0,price
65020,2.0,3019.0,2.0,price
70798,2.0,3374.0,2.0,price
64198,2.0,2598.0,2.0,price
111530,7.0,3167.0,7.0,price
80114,4.0,2740.0,4.0,price
81182,1.0,2599.0,1.0,price
62012,2.0,2679.0,2.0,price
61166,3.0,2746.0,3.0,price
25582,2.0,2698.0,2.0,price
43205,7.0,3005.0,8.0,price
57952,1.0,3499.0,1.0,price
56864,1.0,2599.0,1.0,price
84140,2.0,3006.0,2.0,price
56413,1.0,2599.0,1.0,price
20740,2.0,2720.0,3.0,price
4185,6.0,3700.0,15.0,price
39645,5.0,4118.0,13.0,price
88745,1.0,2599.0,1.0,price
42736,4.0,2718.0,4.0,price
39374,2.0,4019.0,2.0,price
43755,3.0,3559.0,3.0,price
58721,2.0,6124.0,2.0,price
86752,5.0,4545.0,5.0,price
87100,3.0,3947.0,3.0,price
108624,3.0,3088.0,5.0,price
58355,1.0,2599.0,1.0,price
87407,4.0,2599.0,4.0,price
104760,1.0,3499.0,1.0,price
26631,3.0,4147.0,3.0,price
36430,5.0,3172.0,5.0,price
99542,5.0,3384.0,5.0,price
109866,3.0,4296.0,4.0,price
85066,1.0,2598.0,2.0,price
83001,1.0,2599.0,1.0,price
46369,2.0,5698.0,2.0,price
13838,7.0,3690.0,7.0,price
58509,2.0,2606.0,2.0,price
14230,1.0,2899.0,1.0,price
95784,8.0,3569.0,8.0,price
52415,10.0,3109.0,11.0,price
25633,2.0,2799.0,2.0,price
5649,3.0,3949.0,4.0,price
87665,2.0,3928.0,4.0,price
106615,8.0,3375.0,10.0,price
22696,2.0,2848.0,2.0,price
96885,5.0,3224.0,5.0,price
112316,5.0,3076.0,5.0,price
91875,2.0,2606.0,2.0,price
102394,4.0,3964.0,4.0,price
18067,1.0,6500.0,1.0,price
91579,2.0,2679.0,2.0,price
103803,1.0,2899.0,1.0,price
33172,2.0,4398.0,2.0,price
115108,1.0,5799.0,1.0,price
42385,4.0,3229.0,5.0,price
80300,1.0,2599.0,1.0,price
75527,1.0,2799.0,1.0,price
9699,3.0,2798.0,3.0,price
90310,3.0,2797.0,3.0,price
22856,2.0,3219.0,2.0,price
37956,7.0,3248.0,10.0,price
38366,4.0,4986.0,4.0,price
49382,1.0,2699.0,1.0,price
77500,2.0,3239.0,2.0,price
62393,2.0,3197.0,3.0,price
38053,2.0,3224.0,2.0,price
20809,5.0,3023.0,5.0,price
5339,3.0,2897.0,4.0,price
41172,3.0,3163.0,3.0,price
55522,1.0,4149.0,1.0,price
109845,21.0,6231.0,32.0,price
105042,4.0,3637.0,4.0,price
79177,1.0,2999.0,1.0,price
60940,2.0,3639.0,2.0,price
67172,1.0,2799.0,1.0,price
108352,2.0,4178.0,2.0,price
62348,5.0,3124.0,5.0,price
64914,4.0,7659.0,5.0,price
82591,1.0,2599.0,1.0,price
47474,2.0,2624.0,2.0,price
61238,4.0,3598.0,4.0,price
94379,1.0,2599.0,1.0,price
92261,1.0,2599.0,1.0,price
55509,2.0,2698.0,2.0,price
24555,2.0,3512.0,2.0,price
65414,1.0,2999.0,1.0,price
79932,3.0,3197.0,3.0,price
112238,1.0,2599.0,1.0,price
55662,3.0,3147.0,3.0,price
29087,3.0,4211.0,3.0,price
75600,3.0,3371.0,3.0,price
28284,2.0,3148.0,2.0,price
57550,3.0,4423.0,3.0,price
67793,2.0,2997.0,3.0,price
94445,1.0,2599.0,1.0,price
110549,2.0,2600.0,2.0,price
35944,5.0,3038.0,5.0,price
81569,2.0,5609.0,2.0,price
16533,2.0,2879.0,2.0,price
100340,1.0,2599.0,1.0,price
111134,1.0,2595.0,1.0,price
61458,1.0,3299.0,1.0,price
28296,11.0,5634.0,18.0,price
63384,1.0,3299.0,1.0,price
98146,6.0,2917.0,8.0,price
104661,2.0,2778.0,2.0,price
48461,1.0,2599.0,1.0,price
20254,1.0,2798.0,2.0,price
18666,1.0,2649.0,1.0,price
25760,2.0,2698.0,2.0,price
7793,2.0,3299.0,2.0,price
87165,2.0,2610.0,2.0,price
45662,3.0,2615.0,3.0,price
80052,2.0,5124.0,2.0,price
115668,5.0,3043.0,5.0,price
40783,1.0,3999.0,1.0,price
84741,1.0,2599.0,1.0,price
59930,3.0,2610.0,3.0,price
62549,1.0,2849.0,1.0,price
95233,1.0,2999.0,1.0,price
101141,1.0,2799.0,1.0,price
36234,4.0,2688.0,4.0,price
56421,4.0,2695.0,4.0,price
104678,2.0,3170.0,6.0,price
56557,1.0,2699.0,1.0,price
9039,5.0,2595.0,6.0,price
8589,2.0,4168.0,2.0,price
38611,1.0,3499.0,1.0,price
82143,1.0,2599.0,1.0,price
111993,4.0,4454.0,4.0,price
15776,11.0,4155.0,12.0,price
106550,10.0,3451.0,44.0,price
66747,2.0,2606.0,2.0,price
81634,1.0,2799.0,1.0,price
63406,2.0,3379.0,2.0,price
36754,3.0,4264.0,3.0,price
41967,4.0,3694.0,4.0,price
63907,3.0,3098.0,3.0,price
38733,1.0,3599.0,1.0,price
28883,2.0,2819.0,2.0,price
113927,39.0,3086.0,26.0,price
72355,1.0,4799.0,1.0,price
70459,3.0,4139.0,3.0,price
42775,4.0,2674.0,4.0,price
38609,2.0,3544.0,2.0,price
32877,2.0,2799.0,2.0,price
72870,2.0,3178.0,2.0,price
5955,2.0,2999.0,2.0,price
59388,1.0,2599.0,1.0,price
65119,2.0,3209.0,3.0,price
70136,4.0,3147.0,4.0,price
68221,6.0,3097.0,6.0,price
14743,2.0,2806.0,2.0,price
5135,3.0,2624.0,3.0,price
47655,4.0,2613.0,4.0,price
65351,1.0,3099.0,1.0,price
7231,3.0,2749.0,3.0,price
322,2.0,3219.0,2.0,price
47195,2.0,3130.0,2.0,price
115232,1.0,2899.0,1.0,price
18195,1.0,2999.0,1.0,price
90352,1.0,2599.0,1.0,price
27038,2.0,2948.0,2.0,price
90871,1.0,2999.0,1.0,price
86729,4.0,3761.0,5.0,price
86731,3.0,5205.0,3.0,price
66605,2.0,3999.0,2.0,price
80299,1.0,2599.0,1.0,price
97998,1.0,2599.0,1.0,price
16154,1.0,3499.0,1.0,price
42261,1.0,2799.0,1.0,price
65151,1.0,2999.0,1.0,price
61217,4.0,2877.0,4.0,price
63562,1.0,2798.0,2.0,price
86038,2.0,2606.0,2.0,price
13316,1.0,4199.0,1.0,price
56590,1.0,2599.0,1.0,price
96059,1.0,2595.0,1.0,price
109241,2.0,2944.0,2.0,price
56479,1.0,3299.0,1.0,price
46379,2.0,2698.0,2.0,price
11306,5.0,2796.0,7.0,price
39372,2.0,4019.0,2.0,price
103849,4.0,4357.0,4.0,price
83068,2.0,3298.0,2.0,price
60933,2.0,2606.0,2.0,price
103458,3.0,3639.0,3.0,price
77467,1.0,3999.0,1.0,price
47126,3.0,8818.0,3.0,price
42867,2.0,3478.0,2.0,price
77967,4.0,3147.0,4.0,price
64225,1.0,5998.0,2.0,price
37373,1.0,3999.0,1.0,price
28319,1.0,2699.0,1.0,price
33882,3.0,3347.0,3.0,price
11567,3.0,3617.0,3.0,price
91491,3.0,4778.0,3.0,price
59052,2.0,3947.0,3.0,price
38729,6.0,2794.0,6.0,price
8581,2.0,3256.0,3.0,price
55974,4.0,2717.0,5.0,price
24186,4.0,3347.0,4.0,price
78717,1.0,3499.0,1.0,price
69778,1.0,3499.0,1.0,price
65939,3.0,3057.0,3.0,price
65023,2.0,3324.0,2.0,price
15484,1.0,3999.0,1.0,price
110625,2.0,2698.0,2.0,price
84226,1.0,2999.0,1.0,price
89199,1.0,2999.0,1.0,price
76987,2.0,2606.0,2.0,price
57211,2.0,3519.0,2.0,price
42313,1.0,3499.0,1.0,price
80617,2.0,3299.0,3.0,price
59216,2.0,3100.0,3.0,price
21400,1.0,7999.0,1.0,price
77439,1.0,2999.0,1.0,price
75258,1.0,3299.0,1.0,price
69308,2.0,3119.0,2.0,price
10767,3.0,2799.0,3.0,price
45705,4.0,3598.0,4.0,price
80636,2.0,2606.0,2.0,price
18060,2.0,4006.0,2.0,price
65412,4.0,2656.0,4.0,price
29839,1.0,6499.0,1.0,price
110948,1.0,2599.0,1.0,price
44969,2.0,2879.0,2.0,price
57123,1.0,3499.0,1.0,price
114953,1.0,2649.0,1.0,price
82446,3.0,3467.0,3.0,price
71998,1.0,2599.0,1.0,price
26782,3.0,5096.0,4.0,price
35874,2.0,3878.0,2.0,price
44298,15.0,3287.0,17.0,price
57203,1.0,2590.0,2.0,price
16724,4.0,3184.0,4.0,price
10615,2.0,2699.0,2.0,price
10876,2.0,2724.0,2.0,price
111858,2.0,2675.0,2.0,price
67380,2.0,3024.0,2.0,price
80472,1.0,3399.0,1.0,price
90015,2.0,2606.0,2.0,price
56676,2.0,2603.0,2.0,price
62727,1.0,2599.0,1.0,price
28036,6.0,3612.0,7.0,price
94498,1.0,2599.0,1.0,price
19151,4.0,4213.0,6.0,price
16772,1.0,2999.0,1.0,price
88252,1.0,3949.0,1.0,price
98135,1.0,3499.0,1.0,price
7610,4.0,2756.0,4.0,price
63194,1.0,2849.0,1.0,price
27850,3.0,2646.0,4.0,price
17792,3.0,3184.0,3.0,price
79650,2.0,2606.0,2.0,price
43413,1.0,5598.0,2.0,price
62409,2.0,3499.0,2.0,price
42976,2.0,3473.0,3.0,price
22165,1.0,3499.0,1.0,price
10730,2.0,3499.0,2.0,price
64726,8.0,3907.0,9.0,price
58446,2.0,2606.0,2.0,price
97976,2.0,4087.0,3.0,price
14744,2.0,2806.0,2.0,price
71079,1.0,3099.0,1.0,price
10860,3.0,5447.0,3.0,price
58287,1.0,2599.0,1.0,price
108704,2.0,4547.0,3.0,price
87418,2.0,2679.0,2.0,price
5697,3.0,2886.0,3.0,price
44998,1.0,2899.0,1.0,price
84948,1.0,3299.0,1.0,price
111508,1.0,2599.0,1.0,price
37172,2.0,3519.0,2.0,price
113461,2.0,3539.0,2.0,price
26773,1.0,2699.0,1.0,price
31025,3.0,2939.0,3.0,price
114193,3.0,3268.0,3.0,price
15898,4.0,4170.0,4.0,price
48742,5.0,3182.0,5.0,price
25950,1.0,3449.0,2.0,price
102966,1.0,2599.0,1.0,price
83062,2.0,3647.0,3.0,price
8955,5.0,3426.0,6.0,price
5273,2.0,3250.0,2.0,price
98222,1.0,2849.0,1.0,price
31629,1.0,2799.0,1.0,price
47418,3.0,3323.0,3.0,price
69412,2.0,2850.0,2.0,price
49930,1.0,2799.0,1.0,price
35507,1.0,2799.0,1.0,price
87009,1.0,3299.0,1.0,price
62044,6.0,2825.0,7.0,price
12447,2.0,3544.0,2.0,price
28862,18.0,5804.0,40.0,price
107209,2.0,2647.0,3.0,price
88443,1.0,2799.0,1.0,price
66625,1.0,2799.0,1.0,price
89677,2.0,2610.0,2.0,price
27096,2.0,3449.0,2.0,price
62579,2.0,3999.0,2.0,price
3400,2.0,4148.0,2.0,price
85103,2.0,2679.0,2.0,price
90016,2.0,4478.0,2.0,price
107705,2.0,2914.0,2.0,price
69742,2.0,2849.0,2.0,price
97930,1.0,2639.0,1.0,price
105554,3.0,3713.0,3.0,price
103731,1.0,2899.0,1.0,price
24291,5.0,3344.0,6.0,price
67325,1.0,3098.0,1.0,price
43371,2.0,4148.0,2.0,price
6168,2.0,2749.0,2.0,price
83505,1.0,2999.0,1.0,price
58192,1.0,2599.0,1.0,price
57828,3.0,2759.0,3.0,price
101144,15.0,8758.0,18.0,price
107368,6.0,3355.0,6.0,price
2662,3.0,3038.0,3.0,price
47815,2.0,3012.0,2.0,price
5516,3.0,3198.0,3.0,price
110111,2.0,4648.0,2.0,price
46219,1.0,8198.0,1.0,price
42169,1.0,3699.0,1.0,price
112026,3.0,5283.0,3.0,price
71981,2.0,2724.0,2.0,price
88287,3.0,2873.0,3.0,price
46364,2.0,2798.0,2.0,price
56237,2.0,3306.0,2.0,price
81829,2.0,3139.0,2.0,price
24099,1.0,3000.0,1.0,price
6674,2.0,3319.0,2.0,price
38338,5.0,2870.0,8.0,price
41776,2.0,5350.0,3.0,price
62203,3.0,4414.0,6.0,price
78330,1.0,2999.0,1.0,price
74160,3.0,3012.0,3.0,price
106500,3.0,2698.0,3.0,price
112219,2.0,3126.0,2.0,price
23394,2.0,3024.0,2.0,price
89503,2.0,4597.0,3.0,price
61146,1.0,2799.0,1.0,price
69681,2.0,3139.0,2.0,price
26168,4.0,3797.0,5.0,price
82093,3.0,3086.0,3.0,price
85373,2.0,2606.0,2.0,price
29988,2.0,4198.0,2.0,price
74466,1.0,2599.0,1.0,price
1441,1.0,2799.0,1.0,price
21599,1.0,3199.0,1.0,price
113632,1.0,4318.0,2.0,price
41413,1.0,3699.0,1.0,price
48279,1.0,5999.0,1.0,price
68650,2.0,2606.0,2.0,price
72977,3.0,3027.0,3.0,price
84389,1.0,2999.0,1.0,price
19142,1.0,2699.0,1.0,price
